Key,Source,Context,Changes,English,French,German,Klingon,Spanish
trapSpikesDamage1,blocks,Trap,KgNone,Trap Spikes Damage1,Piques de piège abîmées 1,Stacheln für Fallen – Schaden 1,,Daño de trampa de pinchos 1
trapSpikesDamage2,blocks,Trap,KgNone,Trap Spikes Damage2,Piques de piège abîmées 2,Stacheln für Fallen – Schaden 2,,Daño de trampa de pinchos 2
trapSpikesDamage3,blocks,Trap,KgNone,Trap Spikes Damage3,Piques de piège abîmées 3,Stacheln für Fallen – Schaden 3,,Daño de trampa de pinchos 3
trapSpikesDamage4,blocks,Trap,KgNone,Trap Spikes Damage4,Piques de piège abîmées 4,Stacheln für Fallen – Schaden 4,,Daño de trampa de pinchos 4
trapSpikesDamage5,blocks,Trap,KgNone,Trap Spikes Damage5,Piques de piège abîmées 5,Stacheln für Fallen – Schaden 5,,Daño de trampa de pinchos 5
trapSpikesNew,blocks,Trap,KgNone,Wood Spikes,Piques en bois,Holzstacheln,,Pinchos de madera
trapSpikesNewDesc,blocks,Trap,KgNone,Wood spike traps can damage cripple and even kill most enemies. Place them using the secondary action.,"Les pièges avec des piques en bois peuvent infliger des dégâts à la plupart des ennemis, voire les handicaper ou les tuer. Placez-les à l'aide de l'action secondaire.","Fallen mit Holzstacheln können den meisten Gegnern schaden, sie lähmen und sogar töten. Platziere sie mit der sekundären Aktion.",,"Las trampas de pinchos de madera pueden dañar, lisiar e incluso matar a la mayoría de los enemigos. Usa la acción secundaria para colocarlas."
woodLogSpike1,blocks,Trap,KgNone,Wood Log Spike,Pique en rondin de bois,Spitzer Stamm,,Pinchos de troncos de madera
campfire,blocks,Workstation,KgNone,Campfire,Feu de camp,Lagerfeuer,,Fogata
campfireDesc,blocks,Workstation,KgNone,Useful to cook basic food and water as well as to warm up. You will want an Advanced Campfire if you wish to make more complex recipes.,"Utile pour cuisiner de la nourriture et se réchauffer. Déverrouillez d'autres compositions en ajoutant une marmite, un grill ou un bécher.",Nützlich zum Kochen von Nahrung und zum Aufwärmen. Du benötigst ein verbessertes Lagerfeuer um komplexere Rezepte zu kochen.,,"Útil para cocinar comida y calentarse. Añade una olla, una parrilla o un matraz para desbloquear más recetas."
cementMixer,blocks,Workstation,KgNone,Cement Mixer,Bétonnière,Betonmischer,,Mezclador de cemento
cementMixerDesc,blocks,Workstation,KgNone,A cement mixer needs a solid foundation and will help you craft materials like concrete or asphalt.\n [ Crafted in [dd6262]Advanced Workbench[-]  ],Une bétonnière nécessite une base solide et vous aidera à fabriquer des matériaux comme le béton ou l'asphalte.,Ein Betonmischer benötigt ein stabiles Fundament und dient zur Fertigung von Beton oder Asphalt.\n [ Herzustellen in der [dd6262]verbesserten Werkbank[-] ],,Una mezcladora de cemento necesita una base sólida. Te ayudará a fabricar materiales como hormigón o asfalto.
forge,blocks,Workstation,KgNone,Forge,Forge,Schmiedeofen,,Fragua
forgeDesc,blocks,Workstation,EnChanged,Used to smelt metals into tools and weapons. Unlock more recipes by crafting an Advanced Forge.,"Sert à faire fondre des métaux pour en faire des outils ou des armes. Déverrouillez d'autres compositions en ajoutant une enclume, un pied à coulisse ou un lot de matrices et d'outils.","Dient zum Einschmelzen von Metallen für Werkzeuge und Waffen. Schalte mehr Rezepte frei, indem du einen verbesserten Schmiedeofen herstellst.",,"Se usa para fundir metales y convertirlos en herramientas y armas. Añade un yunque, calibradores o herramientas y un juego de ajuste para desbloquear más recetas."
workbench,blocks,Workstation,KgNone,Workbench,Établi,Werkbank,,Mesa de trabajo
workbenchDesc,blocks,Workstation,EnChanged,A workbench lets you craft items just like you do in your backpack.,Un établi vous permet de fabriquer des objets comme vous le faites dans votre sac à dos.,Mit einer Werkbank kannst du genauso wie in deinem Rucksack Gegenstände fertigen.,,"Una mesa de trabajo te permite fabricar objetos, igual que en la mochila."
alcoholPoisoning,buffs,Buff,KgNone,Inebriated,Ébriété,Berauscht,,Embriaguez
alcoholPoisoningTooltip,buffs,Buff,KgNone,You have alcohol poisoning.,Vous êtes en état d'ébriété.,Du hast eine Alkoholvergiftung.,,Estás borracho.
arrowCriticalBleedout,buffs,Buff,KgNone,Bleeding,Saignement,Bluten,,Sangrando
arrowCriticalBleedoutDesc,buffs,Buff,KgNone,You are bleeding profusely. Use a bandage to stop the bleeding.,Vous saignez abondamment. Utilisez un bandage pour arrêter l'hémorragie.,"Du blutest stark. Benutze einen Verband, um die Blutung zu stoppen.",,Estás sangrando bastante. Usa un vendaje para detener la hemorragia.
arrowCriticalBleedoutTooltip,buffs,Buff,KgNone,You are bleeding profusely. Use a bandage to stop the bleeding.,Vous saignez abondamment. Utilisez un bandage pour arrêter l'hémorragie.,"Du blutest stark. Benutze einen Verband, um die Blutung zu stoppen.",,Estás sangrando bastante. Usa un vendaje para detener la hemorragia.
beerBuzzDesc,buffs,Buff,KgNone,A nice buzz. There may be a duration but you don't care.,"Une sensation agréable. Les effets ont une durée limitée, mais vous vous en moquez.","Ein kleiner Rausch. Dies hält vielleicht nur eine gewisse Zeit an, aber das ist dir egal.",,"Una deliciosa Buzz. Puede que solo sea durante un rato, pero te da igual."
beerBuzzTooltip,buffs,Buff,KgNone,A nice buzz.,Une sensation agréable.,Ein kleiner Rausch.,,Una deliciosa Buzz.
bleedingOut,buffs,Buff,KgNone,Bleeding Out,Hémorragie,Verbluten,,Hemorragia
bleedingOutDesc,buffs,Buff,KgNone,"You are bleeding out and will die soon. Use a bandage, first aid bandage or first aid kit to stop the bleeding.","Vous vous videz de votre sang et allez bientôt mourir. Utilisez un bandage, un bandage médical ou une trousse de premiers soins.","Du verblutest und wirst bald sterben. Stoppe die kritische Blutung mit einem Verband, Erste-Hilfe-Verband oder Verbandskasten.",,"Te estás desangrando y morirás pronto. Evita desangrarte usando vendajes, vendajes de primeros auxilios o botiquines de primeros auxilios."
bleedingOutTooltip,buffs,Buff,KgNone,You are bleeding out. Use a bandage to stop the bleeding.,Vous vous videz de votre sang. Utilisez un bandage pour arrêter l'hémorragie.,"Du verblutest. Benutze einen Verband, um die Blutung zu stoppen.",,Te estás desangrando. Usa un vendaje para detener la hemorragia.
brokenLeg,buffs,Buff,KgNone,Broken Leg,Jambe cassée,Gebrochenes Bein,,Pierna fracturada
brokenLegDesc,buffs,Buff,KgNone,Your broken leg is slowing you down. You should craft and apply a splint.,Votre jambe cassée vous ralentit. Vous devriez fabriquer une attelle et la poser.,Dein gebrochenes Bein macht dich langsamer. Du solltest eine Schiene fertigen und verwenden.,,Tu pierna fracturada te está ralentizando. Deberías fabricar y colocarte una tablilla.
brokenLegTooltip,buffs,Buff,KgNone,Your leg is broken. A splint could speed up healing.,Votre jambe est cassée. Une attelle pourrait accélérer la guérison.,Dein Bein ist gebrochen. Mit einer Schiene könnte es schneller heilen.,,Tu pierna está fracturada. Una tablilla puede hacer que se cure más pronto.
burning,buffs,Buff,KgNone,Burning,En feu,Brennen,,En llamas
burningDesc,buffs,Buff,KgNone,You are on fire. Get into the water to douse it.,Vous êtes en feu. Jetez-vous dans l'eau pour éteindre les flammes.,"Du stehst in Flammen. Geh schnell ins Wasser, um sie zu löschen.",,Estás ardiendo. Métete en el agua para apagarlo.
burningSmall,buffs,Buff,KgNone,Burning,En feu,Brennen,,En llamas
burningSmallDesc,buffs,Buff,KgNone,You are on fire. Get into the water to douse it.,Vous êtes en feu. Jetez-vous dans l'eau pour éteindre les flammes.,"Du stehst in Flammen. Geh schnell ins Wasser, um sie zu löschen.",,Estás ardiendo. Métete en el agua para apagarlo.
burningSmallTooltip,buffs,Buff,KgNone,You are on fire. Get into the water to douse it.,Vous êtes en feu. Jetez-vous dans l'eau pour éteindre les flammes.,"Du stehst in Flammen. Geh schnell ins Wasser, um sie zu löschen.",,Estás ardiendo. Métete en el agua para apagarlo.
burningTooltip,buffs,Buff,KgNone,You are on fire. Get into the water to douse it.,Vous êtes en feu. Jetez-vous dans l'eau pour éteindre les flammes.,"Du stehst in Flammen. Geh schnell ins Wasser, um sie zu löschen.",,Estás ardiendo. Métete en el agua para apagarlo.
caffeineBuzz,buffs,Buff,KgNone,Caffeine Buzz,Boost au café,Koffeinschub,,Cafeína Buzz
caffeineBuzzDesc,buffs,Buff,KgNone,"Caffeine gives you energy, keeping your stamina higher and core body temperature warmer for a limited time.","La caféine vous donne de l'énergie, avec une forte endurance et une température corporelle plus élevée pendant une durée limitée.","Koffein verleiht dir Energie, hält deine Ausdauer auf einem hohen Niveau und wärmt dich für begrenzte Zeit.",,"La cafeína te da energía, aumenta tu resistencia y te ayuda a conservar el calor por un rato."
caffeineBuzzTooltip,buffs,Buff,KgNone,A nice rush of energy and you feel warmer.,Un afflux d'énergie agréable qui vous réchauffe.,Ein schöner Energieschub und du fühlst dich gleich wärmer.,,Una buena dosis de energía y te entrarás en calor.
cannotBreathe,buffs,Buff,KgNone,Cannot Breathe,Asphyxie,Atemnot,,No puedes respirar
cannotBreatheDesc,buffs,Buff,KgNone,You cannot breathe here.,Vous n'arrivez pas à respirer.,Du kannst hier nicht atmen.,,No puedes respirar aquí.
cannotBreatheWrn,buffs,Buff,KgNone,Cannot Breathe,Asphyxie,Atemnot,,No puedes respirar
cannotBreatheWrnDesc,buffs,Buff,KgNone,You are running out of air.,Vous ne pouvez plus respirer.,Dir geht die Luft aus.,,Te estás quedando sin aire.
cannotBreatheWrnTooltip,buffs,Buff,KgNone,You are running out of air!,Vous ne pouvez plus respirer !,Dir geht die Luft aus!,,¡Casi no te queda aire!
criticalBlunt,buffs,Buff,KgNone,Blunt Trauma,Contusion,Stumpfes Trauma,,Traumatismo cerrado
criticalBluntDesc,buffs,Buff,KgNone,You have blunt force trauma.,Vous souffrez d'une contusion.,Du hast eine stumpfe Gewalteinwirkung erlitten.,,Sufriste un fuerte traumatismo.
criticalBluntTooltip,buffs,Buff,KgNone,You have blunt force trauma.,Vous souffrez d'une contusion.,Du hast eine stumpfe Gewalteinwirkung erlitten.,,Sufriste un fuerte traumatismo.
cured,buffs,Buff,KgNone,Cured,Rémission,Geheilt,,Curado
curedDesc,buffs,Buff,KgNone,You are immune to further infection.,Vous ne subirez plus cette infection.,Du bist immun gegen eine weitere Infektion.,,Ahora eres inmune a otras infecciones.
curedTooltip,buffs,Buff,KgNone,You are immune to further infection.,Vous ne subirez plus cette infection.,Du bist immun gegen eine weitere Infektion.,,Ahora eres inmune a otras infecciones.
drowning,buffs,Buff,KgNone,Drowning,Noyade,Ertrinken,,Ahogándote
drowningDesc,buffs,Buff,KgNone,You are drowning.,Vous vous noyez.,Du ertrinkst.,,Te estás ahogando.
drowningTooltip,buffs,Buff,KgNone,You are drowning.,Vous vous noyez.,Du ertrinkst.,,Te estás ahogando.
drunk,buffs,Buff,KgNone,Drunk,Ivresse,Betrunken,,Borracho
drunkDesc,buffs,Buff,KgNone,You are drunk.,Vous êtes ivre.,Du bist betrunken.,,Estás borracho.
drunkTooltip,buffs,Buff,KgNone,You are drunk. There may be a duration but you can't figure it out.,"Vous êtes ivre. Les effets ont une durée limitée, mais vous ne la connaissez pas.","Du bist betrunken. Dies hält vielleicht eine gewisse Zeit an, aber du weist nicht wie lange.",,"Estás borracho. Puede que solo sea durante un rato, pero no sabes cuánto durará."
dysentery,buffs,Buff,KgNone,Dysentery 1,Dysenterie 1,Dysenterie 1,,Disentería 1
dysentery2,buffs,Buff,KgNone,Dysentery 2,Dysenterie 2,Dysenterie 2,,Disentería 2
dysentery2Desc,buffs,Buff,EnChanged,You feel nauseated and have bloody diarrhea. Use antibiotics to cure the sickness... or die.,Vous avez la nausée et souffrez d'une diarrhée sanglante. Utilisez des antibiotiques pour vous soigner.,"Dir ist übel und du hast blutigen Durchfall. Benutze Antibiotika, um die Krankheit zu heilen... oder stirb.",,Tienes náuseas y diarrea con sangre. Usa antibióticos para curar la enfermedad.
dysentery2Tooltip,buffs,Buff,KgNone,You feel nauseated and have bloody diarrhea. Use antibiotics to cure the sickness.,Vous avez la nausée et souffrez d'une diarrhée sanglante. Utilisez des antibiotiques pour vous soigner.,"Dir ist übel und du hast blutigen Durchfall. Benutze Antibiotika, um die Krankheit zu heilen.",,Tienes náuseas y diarrea con sangre. Usa antibióticos para curar la enfermedad.
dysenteryDesc,buffs,Buff,EnChanged,You feel sick to your stomach and have diarrhea. Goldenrod tea may help. Dysentery is fatal if left untreated.,Vous avez envie de vomir et la diarrhée. Boire du thé de gerbe d'or pourrait vous aider.,Dir ist übel und du hast Durchfall. Goldrutentee könnte helfen. Ohne Behandlung führt Dysenterie zum Tod.,,Te duele la barriga y tienes diarrea. El té de vara de oro puede ayudarte.
dysenteryTooltip,buffs,Buff,KgNone,You feel sick to your stomach and have diarrhea. Goldenrod tea may help.,Vous avez envie de vomir et la diarrhée. Boire du thé de gerbe d'or pourrait vous aider.,Dir ist übel und du hast Durchfall. Goldrutentee könnte helfen.,,Te duele la barriga y tienes diarrea. El té de vara de oro puede ayudarte.
firstAid,buffs,Buff,KgNone,First Aid,Premiers soins,Erste Hilfe,,Primeros auxilios
firstAidDesc,buffs,Buff,KgNone,You applied a first aid bandage and are now healing.,Vous avez utilisé un bandage médical et êtes en train de guérir.,Du hast einen Erste-Hilfe-Verband eingesetzt und wirst jetzt geheilt.,,Te colocaste un vendaje de primeros auxilios y te estás curando.
firstAidLarge,buffs,Buff,KgNone,First Aid,Premiers soins,Erste Hilfe,,Primeros auxilios
firstAidLargeDesc,buffs,Buff,KgNone,You applied first aid and are now healing.,Vous avez appliqué les premiers soins et êtes en train de guérir.,Du hast Erste Hilfe geleistet und wirst jetzt geheilt.,,Te aplicaste primeros auxilios y te estás curando.
firstAidLargeTooltip,buffs,Buff,KgNone,You applied first aid and are now healing.,Vous avez appliqué les premiers soins et êtes en train de guérir.,Du hast Erste Hilfe geleistet und wirst jetzt geheilt.,,Te aplicaste primeros auxilios y te estás curando.
firstAidTooltip,buffs,Buff,KgNone,You applied first aid and are now healing.,Vous avez appliqué les premiers soins et êtes en train de guérir.,Du hast Erste Hilfe geleistet und wirst jetzt geheilt.,,Te aplicaste primeros auxilios y te estás curando.
foodPoisoning,buffs,Buff,KgNone,Food Poisoning,Intoxication alimentaire,Lebensmittelvergiftung,,Intoxicación alimenticia
foodPoisoningDesc,buffs,Buff,KgNone,You feel sick to your stomach.,Vous avez la nausée.,Dir ist übel.,,Te duele la barriga.
foodPoisoningTooltip,buffs,Buff,KgNone,You feel sick to your stomach.,Vous avez la nausée.,Dir ist übel.,,Te duele la barriga.
freezing,buffs,Buff,KgNone,Freezing,Gel,Frieren,,Congelándote
freezingDesc,buffs,Buff,KgNone,"You are freezing. Find clothing, take shelter or build a campfire. When you're freezing you will burn more calories.","Vous gelez. Trouvez des vêtements, abritez-vous ou construisez un feu de camp. Lorsque vous gelez, vous brûlez plus de calories.","Du frierst. Finde Kleidung, einen Unterschlupf oder mache ein Lagerfeuer. Wenn du frierst, verbrennst du mehr Kalorien.",,"Te estás congelando. Busca ropa, encuentra un refugio o enciende una fogata. Quemas más calorías cuando te estás congelando."
freezingTooltip,buffs,Buff,KgNone,"You are freezing. Find clothing, take shelter or build a campfire.","Vous gelez. Trouvez des vêtements, abritez-vous ou construisez un feu de camp.","Du frierst. Finde Kleidung, einen Unterschlupf oder mache ein Lagerfeuer.",,"Te estás congelando. Busca ropa, encuentra un refugio o enciende una fogata."
freshAir,buffs,Buff,KgNone,Fresh Air,Air frais,Frische Luft,,Aire fresco
fullBuff,buffs,Buff,KgNone,Healing,Guérison,Heilen,,Curándote
fullBuffDesc,buffs,Buff,EnChanged,You are gaining health from the food you have eaten.,Vous avez consommé suffisamment de nourriture pour guérir petit à petit.,Die verzehrte Nahrung heilt Dich.,,Has consumido suficiente comida para curarte lentamente.
fullBuffTooltip,buffs,Buff,EnChanged,You are gaining health from the food you have eaten.,Vous avez consommé suffisamment de nourriture pour guérir petit à petit.,Die verzehrte Nahrung heilt Dich.,,Has consumido suficiente comida para curarte lentamente.
hangover,buffs,Buff,KgNone,Hangover,Gueule de bois,Kater,,Crudo
hangoverDesc,buffs,Buff,KgNone,You have a hangover. Now you know for how long and you wish you didn't.,Vous avez la gueule de bois. Et malheureusement vous en connaissez la durée.,"Du hast einen Kater. Jetzt weißt du, wie lange es anhält, aber dir wäre lieber, wenn du es nicht wüsstest.",,Tienes resaca. Ahora sabes cuánto te va a durar y desearías no haberlo hecho.
hangoverTooltip,buffs,Buff,KgNone,You have a hangover.,Vous avez la gueule de bois.,Du hast einen Kater.,,Tienes resaca.
heat1,buffs,Buff,KgNone,Heat Stroke 1,Coup de chaleur 1,Hitzschlag 1,,Insolación 1
heat1Desc,buffs,Buff,KgNone,"You're experiencing Heat Stroke Stage 1. You should rest, find water or shelter. With a heat stroke you will dehydrate faster.","Vous subissez un coup de chaleur de niveau 1. Vous devriez vous reposer, trouver de l'eau ou vous abriter. Lors d'un coup de chaleur, vous vous déshydratez plus rapidement.","Du erleidest einen Hitzschlag im 1. Stadium. Du solltest dich ausruhen, Wasser oder einen Unterschlupf finden. Durch einen Hitzschlag dehydrierst du schneller.",,Estás experimentando una insolación de nivel 1. Deberías descansar y buscar agua o un refugio. Te deshidratas más rápido cuando tienes una insolación.
heat1Tooltip,buffs,Buff,KgNone,"You're experiencing Heat Stroke Stage 1. You should rest, find water or shelter.","Vous subissez un coup de chaleur de niveau 1. Vous devriez vous reposer, trouver de l'eau ou vous abriter.","Du erleidest einen Hitzschlag im 1. Stadium. Du solltest dich ausruhen, Wasser oder einen Unterschlupf finden.",,Estás experimentando una insolación de nivel 1. Deberías descansar y buscar agua o un refugio.
heat2,buffs,Buff,KgNone,Heat Stroke 2,Coup de chaleur 2,Hitzschlag 2,,Insolación 2
heat2Desc,buffs,Buff,KgNone,"You're experiencing Heat Stroke Stage 2. You must rest, find water or shelter or you'll die. With a heat stroke you will dehydrate faster.","Vous subissez un coup de chaleur de niveau 2. Vous devez vous reposer, trouver de l'eau ou vous abriter si vous ne voulez pas mourir. Lors d'un coup de chaleur, vous vous déshydratez plus rapidement.","Du erleidest einen Hitzschlag im 2. Stadium. Du musst dich ausruhen, Wasser oder einen Unterschlupf finden, oder du wirst sterben. Durch einen Hitzschlag dehydrierst du schneller.",,"Estás experimentando una insolación de nivel 2. Tienes que descansar y buscar agua o un refugio, o morirás. Te deshidratas más rápido cuando tienes una insolación."
heat2Tooltip,buffs,Buff,KgNone,"You're experiencing Heat Stroke Stage 2. You must rest, find water or shelter or you will die.","Vous subissez un coup de chaleur de niveau 2. Vous devez vous reposer, trouver de l'eau ou vous abriter si vous ne voulez pas mourir.","Du erleidest einen Hitzschlag im 2. Stadium. Du musst dich ausruhen, Wasser oder einen Unterschlupf finden, oder du wirst sterben.",,"Estás experimentando una insolación de nivel 2. Tienes que descansar y buscar agua o un refugio, o morirás."
hungry,buffs,Buff,KgNone,Hungry,Faim,Hungrig,,Hambriento
hungry2,buffs,Buff,KgNone,Starving,Famine,Verhungern,,Famélico
hungryDesc,buffs,Buff,KgNone,You are hungry.,Vous avez faim.,Du bist hungrig.,,Tienes hambre.
hungryTooltip,buffs,Buff,KgNone,You are hungry.,Vous avez faim.,Du bist hungrig.,,Tienes hambre.
hypo1,buffs,Buff,KgNone,Hypothermia 1,Hypothermie 1,Unterkühlung 1,,Hipotermia 1
hypo1Desc,buffs,Buff,KgNone,"You're experiencing Hypothermia Stage 1. Find clothing, take shelter or build a campfire. With hypothermia you will burn more calories.","Vous souffrez d'hypothermie de niveau 1. Trouvez des vêtements, abritez-vous ou construisez un feu de camp. Vous brûlerez plus de calories en état d'hypothermie.","Du erleidest eine Unterkühlung im 1. Stadium. Finde Kleidung, einen Unterschlupf oder mache ein Lagerfeuer. Durch Unterkühlung verbrennst du mehr Kalorien.",,"Estás experimentando una hipotermia de nivel 1. Busca ropa, encuentra un refugio o enciende una fogata. Quemas más calorías cuando tienes hipotermia."
hypo1Tooltip,buffs,Buff,KgNone,"You're experiencing Hypothermia Stage 1. Find clothing, take shelter or build a campfire.","Vous souffrez d'hypothermie de niveau 1. Trouvez des vêtements, abritez-vous ou construisez un feu de camp.","Du erleidest eine Unterkühlung im 1. Stadium. Finde Kleidung, einen Unterschlupf oder mache ein Lagerfeuer.",,"Estás experimentando una hipotermia de nivel 1. Busca ropa, encuentra un refugio o enciende una fogata."
hypo2,buffs,Buff,KgNone,Hypothermia 2,Hypothermie 2,Unterkühlung 2,,Hipotermia 2
hypo2Desc,buffs,Buff,KgNone,"You're experiencing Hypothermia Stage 2. Find clothing, take shelter or build a campfire. With hypothermia you will burn more calories.",Vous souffrez d'hypothermie de niveau 2. Trouvez des vêtements un abri ou un feu de camp si vous ne voulez pas mourir très vite. Vous brûlerez plus de calories en état d'hypothermie.,"Du erleidest eine Unterkühlung im 2. Stadium. Finde Kleidung, einen Unterschlupf oder mache ein Lagerfeuer. Durch Unterkühlung verbrennst du mehr Kalorien.",,"Estás experimentando una hipotermia de nivel 2. Busca ropa, encuentra un refugio o enciende una fogata, o morirás pronto. Quemas más calorías cuando tienes hipotermia."
hypo2Tooltip,buffs,Buff,KgNone,"You're experiencing Hypothermia Stage 2. Find clothing, shelter or a campfire or you will die soon.","Vous souffrez d'hypothermie de niveau 2. Trouvez des vêtements, un abri ou un feu de camp si vous ne voulez pas mourir très vite.","Du erleidest eine Unterkühlung im 2. Stadium. Finde Kleidung, einen Unterschlupf oder ein Lagerfeuer, oder du wirst bald sterben.",,"Estás experimentando una hipotermia de nivel 2. Busca ropa, encuentra un refugio o enciende una fogata, o morirás pronto."
hypo3,buffs,Buff,KgNone,Hypothermia 3,Hypothermie 3,Unterkühlung 3,,Hipotermia 3
hypo3Desc,buffs,Buff,KgNone,"You're experiencing Hypothermia Stage 3. Find clothing, shelter or a campfire or die. With hypothermia you will burn more calories.",Vous souffrez d'hypothermie de niveau 3. Trouvez des vêtements un abri ou un feu de camp pour ne pas mourir. Vous brûlerez plus de calories en état d'hypothermie.,"Du erleidest eine Unterkühlung im 3. Stadium. Finde Kleidung, einen Unterschlupf oder ein Lagerfeuer, oder du stirbst. Durch Unterkühlung verbrennst du mehr Kalorien.",,"Estás experimentando una hipotermia de nivel 3. Busca ropa, encuentra un refugio o enciende una fogata, o morirás. Quemas más calorías cuando tienes hipotermia."
hypo3Tooltip,buffs,Buff,KgNone,"You're experiencing Hypothermia Stage 3. Find clothing, shelter or a campfire or die.","Vous souffrez d'hypothermie de niveau 3. Trouvez des vêtements, un abri ou un feu de camp pour ne pas mourir.","Du erleidest eine Unterkühlung im 3. Stadium. Finde Kleidung, einen Unterschlupf oder ein Lagerfeuer, oder du stirbst. Durch Unterkühlung verbrennst du mehr Kalorien.",,"Estás experimentando una hipotermia de nivel 3. Busca ropa, encuentra un refugio o enciende una fogata, o morirás."
infection,buffs,Buff,KgNone,Infection Stage 1,Infection,Infektion,,Infección
infection1,buffs,Buff,KgNone,Infection Stage 2,Infection 2,Infektion 2,,Infección 2
infection1Desc,buffs,Buff,KgNone,You are infected. Use antibiotics to heal the infection.,Vous avez une infection. Utilisez des antibiotiques pour soigner l'infection.,"Du bist infiziert. Benutze Antibiotika, um die Infektion zu heilen.",,Tienes una infección. Usa antibióticos para curar la infección.
infection1Tooltip,buffs,Buff,KgNone,You are infected. Use antibiotics to heal the infection.,Vous avez une infection. Utilisez des antibiotiques pour soigner l'infection.,"Du bist infiziert. Benutze Antibiotika, um die Infektion zu heilen.",,Tienes una infección. Usa antibióticos para curar la infección.
infection2,buffs,Buff,KgNone,Infection Stage 3,Infection 3,Infektion 3,,Infección 3
infection2Desc,buffs,Buff,KgNone,Your infection is progressing. Use antibiotics to heal the infection.,Votre infection se propage. Utilisez des antibiotiques pour soigner l'infection.,"Deine Infektion schreitet voran. Benutze Antibiotika, um die Infektion zu heilen.",,La infección está avanzando. Usa antibióticos para curar la infección.
infection2Tooltip,buffs,Buff,KgNone,Your infection is progressing. Use antibiotics to heal the infection.,Votre infection se propage. Utilisez des antibiotiques pour soigner l'infection.,"Deine Infektion schreitet voran. Benutze Antibiotika, um die Infektion zu heilen.",,La infección está avanzando. Usa antibióticos para curar la infección.
infection3,buffs,Buff,KgNone,Infection Final Stage,Infection 4,Infektion 4,,Infección 4
infection3Desc,buffs,Buff,KgNone,You are dying from infection. Use antibiotics to heal the infection.,L'infection est en train de vous tuer. Utilisez des antibiotiques pour soigner l'infection.,"Du stirbst an einer Infektion. Benutze Antibiotika, um die Infektion zu heilen.",,Vas a morir a causa de la infección. Usa antibióticos para curar la infección.
infection3Tooltip,buffs,Buff,KgNone,You are dying from infection. Use antibiotics to heal the infection.,L'infection est en train de vous tuer. Utilisez des antibiotiques pour soigner l'infection.,"Du stirbst an einer Infektion. Benutze Antibiotika, um die Infektion zu heilen.",,Vas a morir a causa de la infección. Usa antibióticos para curar la infección.
infection4,buffs,Buff,KgNone,Infection Lethal Stage,Incection 5,Infektion 5,,Infección 5
infection4Desc,buffs,Buff,KgNone,Your infection has reached its lethal phase.,Votre infection a atteint un niveau mortel.,Deine Infektion hat ihr tödliches Stadium erreicht.,,La infección llegó a la fase letal.
infection4Tooltip,buffs,Buff,KgNone,Your infection has reached its lethal phase.,Votre infection a atteint un niveau mortel.,Deine Infektion hat ihr tödliches Stadium erreicht.,,La infección llegó a la fase letal.
infectionDesc,buffs,Buff,KgNone,"You are infected. Use antibiotics, honey or herbal antibiotics to heal the infection. If left untreated you will get weaker and eventually die.","Vous avez une infection. Utilisez des antibiotiques, du miel ou des antibiotiques naturels pour soigner l'infection. Si vous ne la soignez pas, vous vous affaiblirez et vous finirez par mourir.","Du bist infiziert. Benutze Antibiotika, Honig oder natürliche Antibiotika, um die Infektion zu heilen. Wenn du sie nicht behandelst, wirst du schwächer werden und schließlich sterben.",,"Tienes una infección. Usa antibióticos, miel o antibióticos herbales para curar la infección. Si no se trata, te debilitarás cada vez más hasta morir."
infectionTooltip,buffs,Buff,KgNone,"You are infected. Use antibiotics, honey or herbal antibiotics to heal the infection.","Vous avez une infection. Utilisez des antibiotiques, du miel ou des antibiotiques naturels pour soigner l'infection.","Du bist infiziert. Benutze Antibiotika, Honig oder natürliche Antibiotika, um die Infektion zu heilen.",,"Tienes una infección. Usa antibióticos, miel o antibióticos herbales para curar la infección."
internalBleeding,buffs,Buff,KgNone,Internal Bleeding,Hémorragie interne,Innere Blutung,,Hemorragia interna
internalBleedingDesc,buffs,Buff,KgNone,You are bleeding internally. Better hope you find an emergency room in time.,Vous souffrez d'une hémorragie interne. Priez pour trouver les urgences à temps.,Du hast innere Blutungen. Hoffentlich findest du rechtzeitig eine Notfallaufnahme.,,Tienes una hemorragia interna. Será mejor que vayas a urgencias cuanto antes.
internalBleedingTooltip,buffs,Buff,KgNone,You are bleeding internally. Better hope you find an emergency room in time.,Vous souffrez d'une hémorragie interne. Priez pour trouver les urgences à temps.,Du hast innere Blutungen. Hoffentlich findest du rechtzeitig eine Notfallaufnahme.,,Tienes una hemorragia interna. Será mejor que vayas a urgencias cuanto antes.
overheated,buffs,Buff,KgNone,Overheated,Hyperthermie,Überhitzt,,Sobrecalentado
overheatedDesc,buffs,Buff,KgNone,"You're overheating. Rest, find water or shelter. When hot you will dehydrate faster.","Vous souffrez d'hyperthermie. Reposez-vous, trouvez de l'eau ou abritez-vous. Lorsque vous avez chaud, vous vous déshydratez plus rapidement.","Du bist überhitzt. Ruhe dich aus, finde Wasser oder einen Unterschlupf. Wenn dir heiß ist, dehydrierst du schneller.",,Te estás sobrecalentando. Descansa y busca agua o un refugio. Te deshidratas más rápido cuando estás caliente.
