Key,Source,Context,Changes,English,French,German,Klingon,Spanish
treasure_sarah_subtitle,,Challenge Info,KgNone,Chibb's Treasure Map,La carte au trésor de Sarah,Sarahs Schatzkarte,,Mapa del tesoro de Sarah
treasure_raphael,,,KgNone,Jury's Treasure Map,La carte au trésor de Raphael,Raphaels Schatzkarte,,Mapa del tesoro de Raphael
treasure_raphael_offer,,Challenge Info,KgNone,"Dear Stranger,\nI've got the cold sweats and it won't be long. All I can think of in my final hour is if my son Joey is still alive. I have no reason to trust you. In your hand is a map to one of my many secret supply caches. Promise me if you find it you'll help my son.\n\nI'm counting on you Jury","Bonjour,\nJ'ai des sueurs froides et il ne me reste pas longtemps à vivre. Dans ma dernière heure, une seule pensée m'obsède : et si mon fils Joey était toujours en vie ? Je n'ai aucune raison de te faire confiance, mais je n'ai pas d'autre choix. Jax le cinglé l'a enlevé. Tu as entre les mains la carte vers l'une de mes nombreuses cachettes secrètes de provisions. Promets-moi que si tu la trouves, tu iras aider mon fils.\n\nJe compte sur toi, Raphael.","Lieber Fremder!\nDer kalte Schweiß ist ausgebrochen, jetzt dauert es nicht mehr lange. In meinen letzten Momenten kann ich nur daran denken, ob mein Sohn Joey noch lebt. Ich habe keinen Grund, dir zu vertrauen, aber mir bleibt nichts anderes übrig. Crazy Jax hat ihn entführt. Du hältst eine Karte zu einem meiner vielen geheimen Vorratslager in Händen. Versprich mir, dass du meinem Sohn helfen wirst, wenn du es findest.\n\nIch zähle auf dich! Raphael",,"Querido/a extraño/a:\nTengo escalofríos y no duraré mucho más. Todo lo que puedo pensar en mis últimos momentos es si mi hijo Joey seguirá vivo. No tengo razones para confiar en ti, pero tampoco tengo alternativa. Jax el Loco lo secuestró. En las manos tienes un mapa que te llevará hacia uno de mis muchos escondites de suministros secretos. Prométeme que si lo encuentras, ayudarás a mi hijo.\n\nCuento contigo, Raphael."
treasure_raphael_subtitle,,Challenge Info,KgNone,Jury's Treasure Map,La carte au trésor de Raphael,Raphaels Schatzkarte,,Mapa del tesoro de Raphael
tutorialTipQuest01_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Started Basics of Survival,,Beginne 1x1 des Überlebens,,
tutorialTipQuest02_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Quest Tracking,,Quest verfolgen,,
skillPointTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Acquiring Skill Points in Ravenhearst,,Erhalte Skillpunkte in Ravenhearst,,
Tip_keyword,,Keywords,KeyTrunk FrNone GrNone KgNone SpNone,Tip,,Tipp,,
gunAssemblyTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"To assemble Guns or Motorized Tools, you must have all the parts in your inventory and have read the recipe. Build it by selecting the part in your inventory and click on the “Assemble” action. These recipes will not appear in the Crafting menus.",,"Um Waffen oder motorisierte Werkzeuge zusammen zu setzen, musst du alle benötigten Teile in deinem Inventar haben, sowie das benötigte Rezept gelesen haben. Um es zu bauen, klicke einen Teil im Inventar an und wähle dann ''Zusammensetzen''. Diese Rezepte werden nicht in den Crafting-Menüs angezeigt.",,
gunAssemblyTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Gun Assembly,,Waffen zusammensetzen,,
airDropTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Air Supply Drops can happen around mid-day. Listen for the airplane and follow the orange smoke to find the crate the plane drops. You can also find supply crates marked on your map if the mark air drops option is enabled.,,"Air Drops können gegen Mittag erscheinen. Halte Ausschau nach dem Flugzeug und folge dem orangen Rauch um die Abwurfstelle zu finden. Wenn die Air Drop anzeigen Einstellung aktiviert ist, wie der Air Drop auch auf deiner Map angezeigt.",,
airDropTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Air Drops,,Air Drops,,
harvestTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Use a Bone Shiv or Bladed Weapon to skin an animal and receive bonus resources. Using a skinning or butcher knife will yield you more hides and meat. This is also true when using a wrench to break down cars or mechanical items. Use the best tool for the job and get bigger rewards.,,Benutze ein Knochenmesser oder Klingenwaffen um ein Tier zu häuten und Bonusressourcen zu bekommen.Benutze ein Häutungsmesser oder ein Fleischermesser um entsprechend mehr Tierhäute oder Fleisch zu bekommen. Dies trifft auch auf die Rohzange zu wenn du Autos oder mechanische Gegenstände zerlegst. Benutze den besten Gegenstand für die Sache um eine größtmögliche Ausbeute zu erhalten.,,
harvestTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Harvesting Resources,,Ressourcen sammeln,,
forgeTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Forges are used to smelt metals and resources used to craft more recipes. Recipes can only be crafted at the forge using the smelted resources not items from your inventory. Unlock even more recipes in the forge by adding an anvil, calipers or tool and die set.",,"Schmiedeöfen werden benutzt, um Materialien einzuschmelzen und diese dann für weitere Rezepte zu nutzen. Diese Rezepte können nur an Schmiedeöfen, unter Verwendung der eingeschmolzenen Ressourcen, hergestellt werden. Items im aus dem Inventar zählen hierbei nicht. Für weitere Rezepte im Schmiedeofen füge als Werkzeug den Amboss, Messschieber bzw. das Tool & Die Set hinzu.",,
forgeTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Forges,,Schmiedeofen,,
campfireTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,The Basic Campfire is great for making simple items like canned water and charred meat. The Advanced campfire requires a grill and beaker to make more complex recipes. Stoves are the best cooking device and can be purchased as a Survivor. They make the best foods with the best wellness gains.. Hold E to pick up Workstations within your land claim area.,,"Das einfache Lagerfeuer ist gut dafür geeignet einfache Gegenstände herzustellen, z. B. verkohltes Wildbrät und Konserve mit trübem Wasser. Das verbesserte Lagerfeuer benötigt ein Grillrost und einen Messbecher um komplexere Rezepte zu kochen. Öfen sind die beste Kochstelle und können als Überlebender als Skill gekauft werden. Sie machen das beste Essen mit dem meisten Wohlbefinden. Halte 'benutzen' gedrückt, um Werkbänke innerhalb des Bereiches deines Gebietsschutzblocks wieder aufheben zu hönnen.",,
campfireTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Campfires,Feux de camp,Lagerfeuer,,Fogatas
bedrollTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,When you place a Bedroll you'll see a Bed Icon on your compass and map. This will lead you back to your home and will act as a re-spawn point if you die. You can only have one bedroll active so your last placed bedroll is your active bedroll this includes and big beds you may craft and place. Standing on beds can also replenish your health.,"Lorsque vous placez un sac de couchage, une icône de lit s'affiche sur votre boussole et votre carte. Cette icône vous aidera à retrouver votre foyer et servira de point de réapparition si vous veniez à mourir. Vous ne pouvez avoir qu'un sac de couchage actif à la fois. Le dernier placé est donc le sac de couchage actif.","Wenn du einen Schlafsack auslegst, erscheint ein Bett-Symbol auf deinem Kompass und deiner Karte. Dies wird dich zurück nach Hause führen, und außerdem wirst du hier wiedererscheinen, falls du stirbst. Du kannst immer nur einen Schlafsack verwenden, daher ist der zuletzt platzierte dein aktiver Schlafsack. Dies schließt große Betten die du hergestellt und platziert hast mit ein. Auf einem Bett zu stehen regeneriert außerdem deine Gesundheit.",,"Cuando coloques un saco de dormir, verás el ícono de una cama en tu brújula y en tu mapa. Esto te guiará de nuevo a tu casa y funcionará como punto de reaparición si mueres. Solo puedes tener un saco de dormir activo, así que el último que hayas colocado es tu saco activo."
bedrollTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Bedroll,Sac de couchage,Schlafsack,,Saco de dormir
workbenchTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,The Workbench contains all your Backpack Recipes. Special Recipes can be found in the Advanced Workbench which. The Advanced Workbench can also combine and improve similar single part items by up to 100 quality points above your crafting skill. Hold E to pick up Workstations within your land claim area.,,"Die Werkbank enthält alle deine Rucksackrezepte. Sezielle Rezepte findest du in der verbesserten Werkbank. Die verbesserte Werkbank kann außerdem gleiche, einzelne Teile kombinieren und so die Qualität um bis zu 100 Punkte über deinem aktuellen Skilllevel verbessern. Halte 'benutzen' gedrückt, um Werkbänke innerhalb des Bereiches deines Gebietsschutzblocks wieder aufheben zu hönnen.",,
workbenchTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Workbench,Établi,Werkbank,,Mesa de trabajo
cementMixerTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,The Cement Mixer helps you craft concrete and asphalt to make stronger base walls and can mill rocks into sand. To craft recipes here you must have all ingredients in your inventory. Hold E to pick up Workstations within your land claim area.,,"Der Betonmischer hilft dir Zement und Asphalt herzustellen, um eine besser geschützte Basis zu bauen. Außerdem kannst du Steine in Sand zerkleinern. Um Rezepte hier herzustellen musst du alle Zutaten in deinem Inventar haben. Halte 'benutzen' gedrückt, um Werkbänke innerhalb des Bereiches deines Gebietsschutzblocks wieder aufheben zu hönnen.",,
cementMixerTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Cement Mixer,Bétonnière,Betonmischer,,Hormigonera
chemistryStationTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"The Chemistry Station enables you craft additional chemicals, liquids and compounds. While some recipes are also available at a Campfire the Chemistry Station requires fewer resources. To craft recipes here you must have all ingredients in your inventory. Hold E to pick up Workstations within your land claim area.",,"Die Chemie-Station ermöglicht es dir zusätzliche Chemikalien, Flüssigkeiten und andere Verbindungen herzustellen. Einige Rezepte können ebenso im erweiterten Lagerfeuer hergestellt werden, jedoch benötigt die Chemie-Station weniger Rohstoffe dafür. Um Rezepte hier herzustellen musst du alle Zutaten in deinem Inventar haben. Halte 'benutzen' gedrückt, um Werkbänke innerhalb des Bereiches deines Gebietsschutzblocks wieder aufheben zu hönnen.",,
chemistryStationTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Chemistry Station,Atelier de chimie,Chemie-Station,,Estación de química
alternateAmmoTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Some weapons have more than one ammo type. Equip the weapon and hold the reload action to see and load the possible ammo types for a weapon.,Certaines armes fonctionnent avec plusieurs types de munitions. Maintenez l'action de rechargement enfoncée pour afficher les types de munitions possibles d'une arme et recharger.,"Einige Waffen funktionieren mit mehr als einem Munitionstyp. Halte die Aktion ''Nachladen'', um die möglichen Munitionstypen für eine Waffe anzusehen und zu laden.",,Algunas armas cuentan con más de un tipo de munición. Mantén pulsada la acción de recargar para ver y cargar los tipos posibles de munición de un arma.
alternateAmmoTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Alternate Ammo,Munitions alternatives,Munitionstyp wechseln,,Munición alternativa
augmentGunsTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Guns can be augmented with Flashlights once you have read the gun recipe. Build them by selecting the gun in your inventory, click the “Assemble” action and drag the flashlight into the slot. These recipes will not appear in the Crafting menus.","Une fois la composition d'arme à feu lue, celles-ci peuvent être améliorées avec des lampes de poche. Pour cela, sélectionnez l'arme à feu dans votre inventaire, cliquez sur l'action « Assembler » et faites glisser la lampe de poche vers l'emplacement. Ces compositions n'apparaissent pas dans les menus de fabrication.","Waffen können durch Anbringen einer Taschenlampe verbessert werden, sobald du das Waffenrezept gelesen hast. Baue, indem du die Waffe in deinem Inventar auswählst, die Aktion ''Zusammensetzen'' anklickst und die Taschenlampe in den Slot ziehst. Diese Rezepte erscheinen nicht in den Fertigungs-Menüs.",,"Puedes mejorar las pistolas con linternas después de leer la receta de la pistola. Mejora tu pistola seleccionándola en tu inventario, haz clic en la acción "
augmentGunsTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Augment Guns,Améliorer les armes à feu,Waffen verbessern,,Pistolas mejoradas
farmingTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Use the secondary action while holding a Garden Hoe to upgrade dirt to fertile dirt. Once the dirt is fertile you can use the secondary action while holding a seed to plant crops. Upgrade fertile dirt using a Garden Hoe and Fertilizer to make fertilized dirt which yields even more crops from plants. Areas that have burned down recently may have some fertile spots that you can harvest with a shovel. Only a Farmer Class can make seeds,,"Benutze die sekundäre Aktionstaste während du die Gartenhacke hältst um den Erdboden in Ackerboden umzuwandeln. Auf bestehendem Ackerboden kannst du ebenfalls mit der sekundären Aktionstaste, während du einen Samen in der Hand hältst, diesen einpflanzen. Du kannst den Ackerboden noch verbessern. Dazu wendest du die Gartenhacke und Dünger, der in deinem Inventar liegen muss, auf ein bestehendes Ackerfeld an. Auf gedüngten Feldern ist der Ertrag deiner gepflanzten Sachen größer. Im verbrannten Gebiet kannst du kleine Düngerstellen finden, diese kannst du mit einer Schaufel abbauen. Einzig die Farmerklasse kann Samen herstellen.",,
farmingTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Farming,Culture,Ackerbau,,Agricultura
firstAidTip,,Popup Tip,EnChanged,Use medical items by holding them and using the primary action. Bandages and First Aid Kits are used to stop bleeding. First Aid Bandages and First Aid Kits also heal you. Apply those to other players using the secondary action.,"Pour vous soigner ou arrêter les hémorragies, tenez un bandage, un bandage médical, une trousse de premiers soins ou une poche de sang et utilisez l'action principale. Pour soigner d'autres personnes, tenez ces mêmes objets et utilisez l'action secondaire.","Heile dich oder stoppe eine Blutung, indem du die primäre Aktion benutzt, während du einen Verband, Erste-Hilfe-Verband, Verbandskasten oder Blutbeutel in der Hand hältst. Du kannst andere heilen, indem du die sekundäre Aktion benutzt, während du diese Gegenstände hältst.",,"Cúrate o para la hemorragia con un vendaje, un vendaje de primeros auxilios, un botiquín de primeros auxilios o una bolsa de sangre y la acción primaria. Cura a los demás con los mismos objetos pero a través de la acción secundaria."
firstAidTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,First Aid,Premiers soins,Erste Hilfe,,Primeros auxilios
waterTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,You can drink water from rivers and lakes with your bare hands using the secondary action. Be warned this water is not purified and you run the risk of contracting dysentery. Boiling water at a campfire is best with an empty can or glass jar which can be filled at water sources using the secondary action.,"Vous pouvez boire de l'eau aux rivières et aux lacs à mains nues avec l'action secondaire. Attention, cette eau n'est pas purifiée et vous pourriez souffrir de dysenterie. Remplissez une conserve ou un bocal vide aux points d'eau à l'aide de l'action secondaire et faites bouillir l'eau au feu de camp.","Du kannst nur mit deinen Händen Wasser aus Flüssen und Seen trinken, indem du die sekundäre Aktion einsetzt. Aber Vorsicht  dieses Wasser ist kein reines  Trinkwasser und es besteht die Gefahr, dass du an Dysenterie erkrankst. Du kochst Wasser am besten über dem Lagerfeuer mit einer leeren Dose oder einem Glaskrug, die an Wasserquellen gefüllt werden können, indem die sekundäre Aktion benutzt wird.",,Puedes beber agua de ríos y lagos con tus manos a través de la acción secundaria. Ten en cuenta que esta agua no está purificada y corres el riesgo de contraer disentería. Es mejor usar una lata vacía o una jarra de cristal para hervir el agua en una fogata; ambos recipientes se pueden llenar en fuentes de agua usando la acción secundaria.
waterTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Water,Eau,Wasser,,Agua
hotWeatherTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"If you're overheating, you can combat this by removing clothing or by only wearing items with a negative insulation value like the plant fiber hat or a bandana. All clothing has a positive or negative insulation value you can see by examining it. You can also get wet, drink liquids like red tea, stay in the shade or in a shelter and don’t stand close to open fires. And lastly avoid activity that consumes stamina which warms the player.","En cas d'hyperthermie, vous pouvez retirer des vêtements ou ne porter que des objets présentant une valeur d'isolation négative, tels que les chapeaux en fibres végétales ou les bandanas. Tous les vêtements présentent une valeur d'isolation positive ou négative, que vous pouvez consulter en examinant les objets. Vous pouvez également vous humidifier, ingérer des liquides tels que du thé rouge, rester à l'ombre, vous abriter et éviter de vous approcher du feu. Enfin, évitez les activités consommant de l'endurance, qui réchauffent le corps.","Wenn du überhitzt bist, kannst du dagegen angehen, indem du Kleidung ablegst, oder nur solche Gegenstände trägst, die einen negativen Wärmedämmungswert haben, wie der Pflanzenfaserhut oder ein Kopftuch. Jedes Kleidungsstück hat einen positiven oder negativen Wärmedämmungswert, den du siehst, wenn du es untersuchst. Du kannst auch versuchen, nass zu werden, Flüssigkeiten wie roten Tee zu trinken oder im Schatten oder einem Unterschlupf zu bleiben. Und du solltest es vermeiden, zu nahe an offenen Feuern zu stehen. Vermeide außerdem Aktivitäten, die Ausdauer verbrauchen, da diese dich aufwärmen.",,"Si te estás recalentando, puedes contrarrestar el efecto si te quitas algo de ropa o usas objetos con un valor de aislamiento negativo como sombreros de fibra vegetal o una bandana. Toda la ropa tiene un valor de aislamiento positivo o negativo que puedes aprender al examinar las prendas. También puedes mojarte, beber líquidos como el té rojo, quedarte en la sombra o en un refugio y mantenerte alejado del fuego. Por último, evita actividades que consuman resistencia, ya que esto eleva la temperatura del jugador."
hotWeatherTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Hot Weather,Températures élevées,Heißes Wetter,,Clima caluroso
coldWeatherTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"If you’re getting cold, you can combat this by wearing more clothing or by only wearing items with a positive insulation value like the puffer coat. All clothing has a positive or negative insulation value you can see by examining it. You can also stand near fires, get indoors, drink coffee, stay dry and change clothing that has a negative insulation value. And lastly do activity that consumes stamina which warms the player.","En cas de températures froides, vous pouvez porter davantage de vêtements ou ne porter que des objets présentant une valeur d'isolation positive, tels que les doudounes. Tous les vêtements présentent une valeur d'isolation positive ou négative, que vous pouvez consulter en examinant les objets. Vous pouvez également vous tenir près d'un feu, rester à l'intérieur, boire du café, rester au sec et changer les vêtements présentant une valeur d'isolation négative. Enfin, optez pour des activités consommant de l'endurance, qui réchauffent le corps.","Wenn dir kalt wird, kannst du dagegen angehen, indem du mehr Kleidung anlegst oder nur solche Gegenstände trägst, die einen positiven Wärmedämmungswert haben, wie der Puffermantel. Jedes Kleidungsstück hat einen positiven oder negativen Wärmedämmungswert, den du siehst, wenn du es untersuchst. Du kannst dich auch in die Nähe eines Feuers stellen, ein Gebäude aufsuchen, Kaffee trinken, darauf achten, trocken zu bleiben, und Kleidung ablegen, die einen negativen Wärmedämmungswert hat. Betreibe außerdem Aktivitäten, die Ausdauer verbrauchen, da diese dich aufwärmen.",,"Puedes ponerte más ropa u objetos con un valor de aislamiento positivo, como un abrigo acolchado, para combatir el frío. Toda la ropa tiene un valor de aislamiento positivo o negativo que puedes aprender al examinar las prendas. También puedes pararte cerca de fuegos, quedarte en interiores, beber café, mantenerte seco y cambiarte la ropa que tenga un aislamiento negativo para contrarrestar los efectos del frío. Por último, realiza actividades que consuman resistencia, ya que esto eleva la temperatura del jugador."
coldWeatherTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Cold Weather,Températures basses,Kaltes Wetter,,Clima frío
traderTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Traders can be found in the world at White River Settlements marked by a Flag and a Traitor Joel’s sign. Items can be bought and sold with Duke Coins. You can see your total cash in the upper corner of your inventory. Traders will restock items periodically. They also have a secret stash which offers special items based on your level and perks. Some items can only be bought or sold in bundles. Traders are open for business between dawn and dusk. Invest in the Barter skill and Secret Stash perk to do better with traders.,"Vous trouverez les marchands dans le monde, au hameau de la Rivière blanche, ils sont indiqués par un drapeau et un panneau de Joe le traître. Vous pouvez acheter et vendre des objets en échange de pièces Duke. Votre stock de pièces s'affiche dans l'angle supérieur de votre inventaire. Les marchands renouvellent leur stock régulièrement. Leurs réserves secrètes vous proposent également des objets spéciaux selon votre niveau et vos avantages. Certains objets ne se vendent et s'achètent qu'en paquet. Les marchands sont disponibles de l'aube au crépuscule. Investissez dans la compétence Troc et l'avantage Réserve secrète pour faire de meilleures affaires auprès des marchands.","Händler kannst du in den Siedlungen von White River finden, sie sind mit einer Fahne und einem 'Traitor Joel'-Symbol markiert. Gegenstände können durch den Einsatz von Duke-Jetons ge- und verkauft werden. In der oberen Ecke deines Inventars siehst du die Summe deines Vermögens. Händler füllen ihren Vorrat an Gegenständen in gewissen Abständen wieder auf. Abhängig von deinem Level und deinen Eigenschaften zeigen sie dir auch einen Geheimvorrat, in dem du besondere Gegenstände finden kannst. Manche Gegenstände können nur in bestimmten Stückzahlen ge- oder verkauft werden. Händler bieten ihre Ware zwischen Morgen- und Abenddämmerung an. Investiere in die Fertigkeit ''Handeln'' und die Eigenschaft ''Geheimvorrat'', um dich im Umgang mit Händlern besser zu stellen.",,"Puedes encontrar vendedores en los asentamientos del Río Blanco, marcados por una bandera y un cartel de Joel el Traidor. Puedes vender y comprar objetos con monedas Duke. Puedes ver el dinero total en la esquina superior de tu inventario. Los vendedores renovarán sus objetos de forma periódica. También tienen una reserva secreta con objetos especiales que te los ofrecerán según tu nivel y tus beneficios. Algunos objetos solo se pueden comprar o vender en lotes. Los vendedores están disponibles entre el alba y el anochecer. Mejora tu habilidad de negociación e invierte en tu beneficio de reservas secretas para lograr mejores tratos con los vendedores."
traderTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Traders,Marchands,Händler,,Vendedores
vendingMachineTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"There are three types of vending machines: beverage vending machines found at stores, rentable vending machines found at Trader Settlements, and player owned vending machines which can only be acquired through a Trader’s Secret Stash. All vending Machines use Duke Coins which can be found in the world or acquired through selling items to Traders. You can see how much money you have in the upper right of your inventory. NPCs can purchase from your rented vending machine so it’s wise to keep it well stocked and not mark up the items too high.","Il existe trois types de distributeur automatique : les distributeurs de boissons disponibles aux magasins, les distributeurs à louer aux hameaux de marchands et les distributeurs du joueur, que vous pouvez obtenir grâce aux réserves secrètes des vendeurs. Tous les distributeurs automatiques fonctionnent avec des pièces Duke, qui peuvent être trouvées dans le monde ou acquises en vendant des objets aux marchands. Votre argent s'affiche dans le coin supérieur de votre inventaire. Les PNJ peuvent utiliser vos distributeurs automatiques, veillez donc à les approvisionner et à ne pas fixer les prix trop haut.","Es gibt drei verschiedene Sorten von Automaten: Getränkeautomaten in Läden, mietbare Warenautomaten in Händlersiedlungen und Warenautomaten, die Spielern gehören – letztere bekommt man nur aus dem Geheimvorrat eines Händlers. Für alle Automaten braucht man Duke-Jetons, die man in der Welt finden oder durch den Verkauf von Gegenständen an Händler erhalten kann. Du kannst in der oberen rechten Ecke deines Inventars sehen, wie viel Geld du hast. NPC (Nichtspielercharaktere) kaufen Gegenstände aus deinen gemieteten Warenautomaten, deswegen solltest du darauf achten, dass diese immer gut gefüllt und die Preise nicht zu hoch sind.",,"Hay tres tipos de máquinas expendedoras: las máquinas de bebidas, que se encuentras en tiendas; las máquinas de alquiler, que se encuentran en el asentamiento de los vendedores; y las máquinas que son propiedad de jugadores, que solo se pueden adquirir a través de la reserva secreta de un vendedor. Todas las máquinas expendedoras utilizan monedas Duke, que se pueden encontrar en el mundo o se pueden adquirir al vender objetos a los vendedores. Puedes ver el dinero que tienes en la esquina superior de tu inventario. Los PNJ también pueden comprar objetos en las máquinas expendedoras que alquiles, por lo que es recomendable tenerlas bien provistas y que los precios no sean demasiado altos."
vendingMachineTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Vending Machines,Distributeurs automatiques,Automaten,,Máquinas expendedoras
treasureMapTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Treasure maps can lead to really great loot. If you read and accept a Treasure Quest the map and compass will be marked with a treasure icon. Follow this icon and when you get close it will flash red. Make sure you are digging in the area when the compass icon is flashing red. Treasure is usually buried 2-3 meters’ underground. Invest in the Treasure Hunter Perk to make treasure hunting easier to find.,"Les cartes au trésor peuvent conduire à des butins de grande qualité. Lorsque vous lisez et acceptez une quête au trésor, la carte et la boussole indiquent l'icône du trésor. Suivez cette icône, elle clignotera en rouge lorsque vous en serez proche. Veillez à bien creuser dans la zone clignotant en rouge sur la boussole. Les trésors sont généralement enterrés à 2 ou 3 mètres de profondeur. Investissez dans l'avantage Chasseur de trésors pour trouver les trésors plus facilement.","Schatzkarten können dich zu wirklich toller Beute führen. Wenn du eine Schatzquest liest und annimmst, erscheint auf der Karte und dem Kompass ein Schatzsymbol. Folge diesem Symbol, wenn du dich dem Schatz näherst, beginnt es rot zu blinken. Grabe in dem Gebiet, in dem das Symbol auf dem Kompass rot blinkt. Schätze sind meistens etwa 2 bis 3 Meter tief vergraben. Investiere in die Eigenschaft ''Schatzsucher'' und die Schatzsuche wird dir leichter fallen.",,"Los mapas del tesoro te pueden llevar a botines fenomenales. Si lees y aceptas una misión de tesoro, aparecerá un icono de tesoro en el mapa y en la brújula. Sigue este ícono y verás que cuando estés cerca, empezará a parpadear en color rojo. Asegúrate de que estás cavando en la zona donde el ícono de la brújula parpadea en color rojo. Los tesoros suelen estar enterrados a unos 2 o 3 metros. Mejora tu beneficio de cazador de tesoros para que sea más fácil encontrarlos."
treasureMapTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Treasure Maps,Cartes au trésor,Schatzkarten,,Mapas del tesoro
miningTip,,Popup Tip,,"All biomes have iron ore and a rare chance for all ores. Each biome has a predominate ore which can be found in that biome at great depths. Special ores per biome are nitrate in snow, coal in Burnt Forest, Lead in the Plains, Iron in the Forests, Oil in the Desert and Copper Zinc and Diamonds in the Wastelands. Look for light brown gravel spots on the ground or the map and dig down from there to find the resource veins. Clay can be seen as a medium brown spot on the surface.",,"Alle Biome besitzen Eisenerz und haben eine geringe Chance auf alle anderen Erzarten. Jedes Biom hat ein Erz, das vorwiegend in größeren Tiefen und Mengen in diesem Biom zu finden ist. Folgende Erze pro Biom sind: Nitrat im Schneegebiet, Kohle im verbrannten Gebiet, Blei in den Ebenen, Eisen in den Wäldern, Ölschiefer in der Wüste. Kupfer, Zink und Diamanten im zerstörten Gebiet. Halte nach kleinen Kiesstellen im Boden oder auf deinem Map ausschau, es sind diese grau-braunen Stellen, und beginne hier nach unten zu graben um Rohstoffadern zu finden. Lehm siehst du auf der Karte als braun markierte Gebiete.",,
miningTip_title,,Popup Tip,,Mining,Extraction minière,Bergbau,,Minería
quest_BasicSurvival_offer,,Quest Info,KeyCon KgNone,"Dear Friend,\nAs you know the wasteland can be an unforgiving place and from our observations you look like you could use some help. Here’s a little guide to help a newcomer survive.  Think of it as our little initiation. Complete it to our liking and we just might take in a new citizen. The White River Settlement, it’s real and it’s safe.\n\n Good Luck Noah","Camarade,\nComme tu le sais, les terres désolées peuvent être impitoyables et tu sembles avoir besoin d'aide. Voici un petit guide pratique pour les nouveaux survivants.  Vois ça comme une sorte d'initiation. Débrouille-toi comme il faut et tu rejoindras peut-être bien nos rangs. Le hameau de la Rivière blanche existe, et il est sûr.\n\n Bonne chance, Noah","Lieber Freund!\nWie du weißt, kann das Ödland gnadenlos sein. Wir haben dich beobachtet, und du siehst aus, als könntest du etwas Hilfe gebrauchen. Hier hast du eine kleine Anleitung, die Neuankömmlingen beim Überleben hilft.  Betrachte es als eine Art Aufnahmeritual. Schließe es zu unserer Zufriedenheit ab und vielleicht nehmen wir einen neuen Bürger auf. Die Siedlung von White River gibt es wirklich und sie ist sicher.\n\n Viel Glück! Noah",,"Querido/a amigo/a:\nComo bien sabes, el páramo puede ser un sitio peligroso y todo parece indicar que necesitas una mano. Toma, esta pequeña guía puede ayudar a sobrevivir a los recién llegados.  Considérala una pequeña iniciación. Complétala como se indica y puede que te aceptemos como un nuevo ciudadano. El asentamiento Río Blanco es real y seguro.\n\n Buena suerte, Noah."
